x,y
0.0,29.133736767753753
0.10101010101010101,20.28711919973292
0.20202020202020202,16.440493076287844
0.30303030303030304,20.847840614489787
0.40404040404040403,23.931155184523536
0.5050505050505051,21.94965094373357
0.6060606060606061,17.440900591229862
0.7070707070707071,23.769482578910477
0.8080808080808081,28.226659102152514
0.9090909090909091,29.076403764192605
1.0101010101010102,29.44637800983821
1.1111111111111112,22.13975850677418
1.2121212121212122,25.534568736897167
1.3131313131313131,27.89969402903634
1.4141414141414141,29.404341374235
1.5151515151515151,32.89666794659531
1.6161616161616161,34.9321816904788
1.7171717171717171,31.323397701545687
1.8181818181818181,27.878031906739732
1.9191919191919191,26.393160252171757
2.0202020202020203,25.72519742273301
2.121212121212121,37.39527232415267
2.2222222222222223,36.37872230271113
2.323232323232323,29.290542532348947
2.4242424242424243,35.620017580623305
2.525252525252525,46.93619229916572
2.6262626262626263,33.352122503639634
2.727272727272727,38.462351667835435
2.8282828282828283,39.99594957216348
2.929292929292929,44.572855790572845
3.0303030303030303,42.277743207883226
3.131313131313131,39.85911640339399
3.2323232323232323,43.84428401395779
3.3333333333333335,31.03076993721161
3.4343434343434343,46.004841623496844
3.5353535353535355,44.881073741652955
3.6363636363636362,56.35355735938148
3.7373737373737375,47.01252242031927
3.8383838383838382,48.08951429139577
3.9393939393939394,51.6401740423107
4.040404040404041,50.0156985253481
4.141414141414141,48.55872081034508
4.242424242424242,53.3996471328066
4.343434343434343,46.83148244675004
4.444444444444445,54.278537479611416
4.545454545454545,54.725021840471015
4.646464646464646,51.8562958056563
4.747474747474747,58.43742947603886
4.848484848484849,57.758695697990426
4.94949494949495,59.47487980772075
5.05050505050505,52.38122569185697
5.151515151515151,48.997343829219645
5.252525252525253,60.182837831419796
5.353535353535354,57.70376141537101
5.454545454545454,58.55531357296701
5.555555555555555,63.77336827592035
5.656565656565657,57.12494018820404
5.757575757575758,60.780494944709496
5.858585858585858,60.098638629741686
5.959595959595959,64.51435842007362
6.0606060606060606,63.82954830880011
6.161616161616162,63.15841917059911
6.262626262626262,65.68672926642076
6.363636363636363,59.85583151333194
6.4646464646464645,70.96023460885243
6.565656565656566,67.45368046039891
6.666666666666667,68.85674220174764
6.767676767676767,63.073369207973315
6.8686868686868685,70.4873195418403
6.96969696969697,66.33095133998118
7.070707070707071,72.97357372181902
7.171717171717171,77.82898372011654
7.2727272727272725,68.39009889951396
7.373737373737374,69.45487153193987
7.474747474747475,70.1481885144885
7.575757575757575,75.1296893794991
7.6767676767676765,70.89120760923196
7.777777777777778,79.8679483728921
7.878787878787879,74.30447677471007
7.979797979797979,80.45437741334906
8.080808080808081,78.8847864133635
8.181818181818182,84.90763126548882
8.282828282828282,81.14019388854592
8.383838383838384,74.8706482002088
8.484848484848484,80.85305222499794
8.585858585858587,77.38800215840914
8.686868686868687,75.42652613116044
8.787878787878787,84.60239367533482
8.88888888888889,90.3405535176423
8.98989898989899,83.7670788818007
9.09090909090909,85.71067258332599
9.191919191919192,84.63629051040864
9.292929292929292,93.58352453805072
9.393939393939394,80.04028126447972
9.494949494949495,91.37277979430951
9.595959595959595,86.94004223860705
9.696969696969697,86.03321581811794
9.797979797979798,86.67514342241921
9.8989898989899,82.22244997458613
10.0,99.37250918926533
